speed_kph,tire_condition,road_friction_coefficient,brake_type,brake_pad_life,weather_condition,vehicle_load_kg,abs_system,brake_fluid_condition,stopping_distance_m
115.95695784974694,Fair,0.38691126613525606,,,Snow,379.8514232795739,Yes,Good,53.95802040528922
135.85293086259037,Fair,0.7435622963110627,Ceramic,14.81483872798165,Snow,635.4226700278007,Yes,Contaminated,
40.58160734890236,Good,0.7822706271155584,Ceramic,98.19462147152014,Wet,449.62349392103977,Yes,Fresh,18.915607808233744
70.42312586113043,,0.8778258134365287,Drum,64.86582554189928,Dry,607.9588245507064,Yes,Good,35.04932084923643
77.72216712967246,Worn,0.5373233258166836,Drum,52.335671755957506,,453.6338601269385,Yes,Good,64.03503291794416
139.16515984670133,Good,0.5026409612889327,,48.699328602187606,Dry,515.0337389836843,Yes,Contaminated,27.110788440873893
144.72095094194418,Worn,0.41535759361196306,Drum,61.57635926652382,Dry,632.5002395087649,Yes,Old,126.48699406561995
44.44565575981497,Good,0.4085190331255192,Ceramic,18.156199304819342,Dry,525.1161200448928,Yes,,199.65407144590768
44.29292157465369,Fair,0.4926319712279912,Disc,,Dry,530.930576572152,Yes,Contaminated,33.65081460209687
142.18341531028346,Fair,0.889090021412561,Disc,66.307786169669,Dry,652.4537139993162,,Contaminated,
65.49262816591113,Good,0.3553552048344938,Drum,26.55806478498179,Ice,764.3607710735613,Yes,Old,36.981005744052226
59.017730284458324,Fair,0.4556197212464901,Ceramic,60.632294838819654,Dry,,,Contaminated,138.9340934773407
,Fair,0.35158703812502495,Drum,21.993085524971047,Ice,503.9820100581659,No,Contaminated,133.98415656591817
63.07151217247788,Fair,0.4641788356414426,Drum,11.57974458024809,Snow,160.39121041348193,Yes,Contaminated,182.00263294007186
113.22317126711859,Fair,0.35544085951842297,Ceramic,66.74652866925982,Ice,351.16271639820684,Yes,Contaminated,36.07993853089479
81.1243395287474,Good,0.6049853200536169,Disc,68.3635007683115,Ice,388.43445812257016,Yes,Contaminated,73.3572262251511
92.02444219821123,Fair,0.5630133921121898,Disc,62.532692452307394,Dry,684.6661217768357,Yes,Contaminated,31.794255665616856
140.07547159378623,New,0.4044301982319379,Drum,26.513488392402078,,459.37468148797376,Yes,Good,90.36591527382025
43.762773920557976,Good,0.4048847362651117,Ceramic,64.30868726452903,Snow,611.7464613089205,Yes,Fresh,183.6447371081273
38.54888582911188,Worn,0.6756654442316358,Disc,,Snow,113.30518001796995,Yes,Old,159.58178294644338
132.23168989486732,Fair,,Disc,64.831452001473,Wet,425.14486873982094,Yes,Fresh,148.73651858238404
,Fair,0.33371696203995416,Ceramic,59.86153171968569,Ice,730.922365614509,Yes,Old,113.61008839959987
61.6481024334039,Fair,0.8521155598602408,Ceramic,68.97293477551895,,257.01973651404955,Yes,,178.44486233207175
68.90809516488994,Good,0.5429714914858803,Disc,90.59280451771545,Wet,122.06552971497905,,Old,98.14673267464575
67.23334029307924,,0.6546285329140129,Drum,86.5322294715583,Dry,403.3861135994335,Yes,Contaminated,42.691848413618075
,Fair,0.8312471699510242,Drum,98.2588772406285,Wet,593.1022744533168,No,Fresh,169.95326627734414
,Good,,Disc,97.86169296429175,Snow,418.1244547890287,Yes,Fresh,66.73309068956947
88.72819023164723,Worn,0.7923960236467495,Drum,79.50877240363774,Wet,421.9848194578861,Yes,Old,24.92220508952289
46.06475629352942,Fair,0.8488513347617701,Drum,96.07776599599552,Snow,,Yes,Old,38.31703567372641
128.3686249111497,New,0.4044404301980221,Ceramic,88.05554973002008,Wet,278.0721657981343,Yes,Good,127.67589949591742
,Fair,0.8354954760019855,Ceramic,75.48242049054755,Dry,626.3228541493842,Yes,Contaminated,127.31016332541692
93.30866318633511,Good,0.3718994680238269,Ceramic,16.784582917937968,Dry,207.1794716340134,Yes,Contaminated,63.13388665017638
33.518113053454314,Good,0.4650764456275998,Drum,14.4144899442899,Wet,377.0254237001914,Yes,Good,149.52832737000614
36.99171762492628,Fair,0.784926868590142,Ceramic,85.38396107551932,Ice,559.2056759296426,,Old,158.12342874891385
111.00657968801593,Worn,0.8404107289725671,Ceramic,54.069027208452844,Ice,679.8583050611384,,Contaminated,185.29298583471936
122.01246541695984,Fair,0.7104832730238343,Disc,83.31460159374288,Wet,654.0717498155387,Yes,Old,123.21343725547383
115.20427015226417,Worn,0.36289550971349566,Ceramic,38.16264435896974,Ice,605.1799195153885,Yes,Contaminated,159.19332236730096
118.44223637494323,,0.6137953661428516,Disc,45.78848724907115,Dry,351.36746847547374,Yes,Fresh,154.32344075775225
42.55438206591948,Worn,0.6435804654298629,Drum,73.01680489107387,Ice,185.61302140560667,Yes,Fresh,62.694673966430685
113.21410093170493,Good,0.4691158380003946,Ceramic,92.37940632388839,Wet,251.78395238509341,Yes,Contaminated,72.39179666846698
51.80970992269124,Fair,0.8947774841402387,Disc,17.898532703099733,Ice,705.3836702035395,Yes,Contaminated,103.51924321428122
41.76185182521425,New,0.5013767741156384,Disc,87.53303301711456,Wet,700.1319590928616,No,,18.522208992910972
120.85929965458092,Fair,0.4261528615765555,Disc,81.37114523914288,Dry,766.0925967773111,Yes,Good,70.01858803417886
136.72873405218775,Worn,0.36608161719122934,Drum,38.39853436568692,Snow,153.19205632687914,Yes,Contaminated,102.66833156868402
116.00518888861905,Good,0.5271007565238828,Ceramic,41.96949527184036,Dry,475.76635969421926,Yes,Good,34.992819627011585
126.6688143377704,Fair,0.7155712149876321,Drum,14.181532949971867,Dry,554.0781314329636,Yes,Good,38.361039238398206
148.9305786145939,Fair,0.43885025597549,Disc,11.416655000504619,Wet,597.4601639467996,No,Fresh,100.69879611140811
46.17070936880214,Good,0.7617265304781566,Drum,52.930551372195616,Dry,550.7042645073011,Yes,Contaminated,150.22853084339727
145.81830629196463,Good,0.38124076063303625,Drum,18.598568094757947,Dry,639.0079729315975,Yes,Fresh,169.2435522203264
102.1437366588123,Fair,0.5642807585871426,Disc,27.46016329736917,Ice,351.63010340253913,Yes,Fresh,116.06807103837849
127.59037888140246,Good,0.7214242440636246,Ceramic,86.20904795739972,Wet,225.6029404948375,Yes,Good,102.82856269614526
108.0203017905204,Fair,0.3811856416125826,Ceramic,61.39255521254072,Ice,243.20836050530698,Yes,Old,86.09190516505471
98.4045346542419,Fair,0.6587053259969865,Drum,67.0269193539502,Wet,108.38508262911503,Yes,Good,50.69556360095715
114.43427928260253,Fair,0.7793715074501434,,26.873139774872804,Ice,345.22531047435564,Yes,Fresh,42.113970520657475
68.43103974155794,Good,0.657329337773524,Disc,84.57956240089776,,164.2208356159841,Yes,Good,161.5008435574345
140.91258281902952,Fair,0.6068783545965106,Ceramic,88.11817951957728,Snow,325.0420849531336,Yes,Good,101.0262269592822
43.83510864669344,New,0.8029797319217045,Drum,57.099483434173905,Dry,,,Good,161.20924541375462
68.16374209037545,Worn,0.8912522100007301,Disc,92.13019946907939,Ice,726.1346389107739,No,Contaminated,145.2553616416165
33.739482384060395,Good,0.40878777141310485,Disc,86.03457624591235,Snow,687.7238156933615,Yes,Good,50.870744160925085
62.558765717531,Worn,0.7148078047965223,Disc,75.81917590069942,Ice,276.8719483703038,No,Fresh,109.40684387907676
56.18556925696852,Fair,0.348394532603722,Drum,76.06683241242658,Ice,193.85819953863287,Yes,Good,97.14307662819593
35.955703281435746,Fair,0.3257046143843683,Drum,19.485412655577697,Snow,,Yes,Contaminated,93.41659862677889
89.01288766183465,Good,0.4684913821386061,Ceramic,34.37524339260992,Snow,779.6906563325248,Yes,Fresh,115.37564410270556
86.23632502267319,,0.8825518731161279,,16.016249783590844,Snow,484.63213577984357,Yes,Good,196.68515169895602
39.329453267840265,Fair,0.6313173908213626,Disc,10.781308830367779,Dry,227.75155610040238,Yes,Fresh,
61.4220637690097,New,0.4609628063732467,Drum,24.24785782455191,Dry,688.5223082807706,Yes,Contaminated,182.18679985162245
144.39865925596274,Worn,0.3795516578429753,Drum,89.24384643822461,Ice,376.63387101878845,Yes,Old,20.483322887566946
43.28839494125044,Good,,Ceramic,31.588665313244636,Dry,729.4555063823092,Yes,Contaminated,40.962227856613595
66.60223786313618,Critical,0.5174199491228644,Disc,97.31385663325496,Snow,282.4739887841406,Yes,Contaminated,30.681277141544246
34.30348781455903,Fair,0.48401836223219896,Ceramic,63.75618996050855,Wet,375.2552311629653,No,Fresh,63.697735937076175
47.86646431485201,New,,Ceramic,31.353263887122132,Dry,453.4634339530592,Yes,Fresh,96.75011101383033
,Fair,0.6626416990265225,Ceramic,54.74177231357915,Snow,724.8307338623221,Yes,Old,133.77985081633958
,Good,0.4011816669849763,Disc,29.718534043010383,Snow,708.1302021235391,Yes,Old,
84.24918848149446,Good,0.5529063189115031,Ceramic,98.55762023641364,Snow,502.04854921271453,Yes,Old,182.08902425893086
48.83740741567874,Good,0.8569386408634247,Disc,86.25384855144675,Snow,,Yes,Contaminated,188.8733523953648
111.8568207469562,Worn,0.8407221447386128,Ceramic,12.361490990409619,Ice,382.3498802165126,Yes,Contaminated,45.251375971529896
120.18259177095044,Fair,0.3420658756345865,Ceramic,95.2998428320724,Snow,782.9431457558538,Yes,Old,172.78889024898524
51.73344594200877,Fair,0.46116791565157333,Disc,74.89585965725986,Snow,,Yes,Old,104.11860774246068
35.39921563439306,Good,0.3927236388174896,Drum,17.41431268191505,Ice,,Yes,Old,98.8659521937161
39.71293611708222,Fair,0.620287028555007,Ceramic,70.3573971693801,Dry,414.9052867529938,Yes,Good,160.21377946964512
108.84549086436212,Good,0.749989990218191,Drum,68.22340281691169,Wet,472.4050928267645,Yes,Good,32.230994173302165
46.26127229938067,Good,0.47732592669358054,Ceramic,29.69098712268251,Ice,400.2678785627809,Yes,,178.2612285725421
89.27026010026026,Good,0.7547976464311931,,78.26020300068181,Ice,592.0446986433776,Yes,Contaminated,139.1097205913087
48.31698371114041,Fair,0.7012293438415009,Drum,17.835823298167043,Dry,696.0297097208141,Yes,Fresh,176.9233974167296
50.41776578462877,Fair,0.7369333256445101,Drum,54.050066310812305,Dry,455.1544802571945,Yes,Contaminated,198.97835187591022
30.52326040098223,Good,0.868946227981592,Drum,10.893088644677913,Snow,436.607221045358,Yes,Fresh,110.83082368609186
68.49891070300654,,0.5547671164720217,Drum,97.18637400052718,Dry,338.20052696887785,No,,32.253506613151856
,Good,0.5055408147668875,Disc,77.64072685992184,Wet,223.96768600585867,Yes,,45.806914642214004
77.27535304085103,Fair,0.7103083248790126,Drum,24.296686854369042,Ice,757.4734060125762,No,Good,74.86937487254734
101.73411715411007,New,0.7845342848866742,Disc,40.750663595615464,Wet,321.2558030756535,No,Fresh,34.15729429492127
74.10383375137403,New,0.41486717502556303,Ceramic,24.450614002735865,Snow,660.4840245019998,,,165.83823783548743
114.60979570024023,Worn,0.8080797604888568,Disc,78.99557177163831,Wet,,Yes,Good,69.92055244106217
118.97421216472297,Worn,0.3347114945994548,Drum,15.300669288494365,Snow,653.6423201946903,Yes,Old,195.53894478367508
113.59276648329742,Fair,0.3038362512456117,Disc,85.63659900073428,Wet,755.7376933604717,Yes,Old,144.9794149073933
142.40562715577977,Worn,,Drum,94.79767049521568,Ice,536.359532154628,Yes,Fresh,47.084618497278164
58.47531323941813,Worn,0.8872003121839396,Disc,70.89651485256698,Wet,728.5652403674312,Yes,Old,103.06788968462895
52.734774373797194,Fair,0.6141392265706659,Ceramic,29.166890500129078,Dry,217.38812603860555,No,Old,101.3735810021644
103.16537870902405,Worn,0.32794044690846563,Drum,42.40810862321957,Wet,538.6988031697513,Yes,Fresh,106.11465679172227
101.38524113210201,Good,0.8983054104298278,Drum,52.95158873280381,Ice,640.5929290402289,,Good,
91.21180004097684,Fair,0.7469467528962135,Disc,64.41622949820284,Snow,290.1487915209218,Yes,,20.76702022878021
30.52238297931174,Fair,0.8028030455707298,Disc,70.17967808305187,Wet,618.5276609043755,Yes,,141.96570826257033
96.62858758871981,New,0.4277643158880501,Disc,59.87932437869945,Wet,644.9337803813658,Yes,Fresh,105.130478428362
141.93576682475748,Worn,0.3632696605418146,Disc,41.618252873967016,Dry,681.8315692115114,Yes,Good,161.32859879070932
70.14932269354355,Good,0.6090509656305807,Disc,90.18255525084128,Snow,319.01803881715296,No,Old,165.83967105317964
146.11190319843007,Worn,0.7633054105693455,Drum,17.32528522161624,Snow,577.1246131178164,Yes,Contaminated,57.64899756846773
72.81080150372331,Good,0.6826683913910986,Ceramic,51.963044881914556,Snow,312.97729838683347,Yes,Good,23.958245088953895
46.782540302138145,Good,0.6786355989109027,Disc,79.80083546207327,Ice,617.3282712489188,Yes,Fresh,145.09826338077968
77.80840979125662,New,0.754257650212992,Drum,15.47853987622608,Ice,424.0815656019986,Yes,Old,
89.3533575508253,Worn,0.4362124953321072,Ceramic,73.4801695130171,Dry,518.2810621690539,Yes,Fresh,97.6317275174667
105.53572922119093,Good,0.6969115690865937,Ceramic,83.77404604779925,Wet,391.08798700139823,Yes,Contaminated,63.02836977481522
90.58537944268008,Fair,0.5352664014812144,Disc,69.4748168674347,Ice,213.388048850877,Yes,Contaminated,43.98430049794398
94.40623528874617,Fair,0.3418520911922035,Drum,11.16432030478204,Snow,224.62067072375459,Yes,,68.17743551725823
32.88804460291264,Good,,,26.212332441898564,Wet,154.29823508349415,Yes,Old,
60.43442029607872,Critical,0.7764022435229356,Drum,40.79017710027557,Wet,532.6508758051632,No,Fresh,93.41682753537593
67.28359895270064,New,0.8375584188482743,Drum,31.032103207424132,Wet,694.0468785671414,Yes,Good,136.2503177946985
148.45062454577388,Fair,0.46969308691702616,Drum,96.63869262046846,Dry,114.58577838345666,Yes,Fresh,65.53516537484201
65.46812861844404,Fair,0.41421656280340924,Ceramic,68.64345227024143,Ice,146.36765146184746,Yes,Contaminated,24.43070124170505
137.58946185891423,Good,0.31603470254710486,Ceramic,36.72738616164133,Ice,420.2268946120372,Yes,Old,84.05654314095312
66.56834406492945,Good,0.8686184331520872,Ceramic,93.6727748798901,Wet,616.4045153177325,Yes,Old,173.291478989429
,Fair,0.7103129550211247,,76.65347795285682,Dry,210.39535129836594,Yes,Contaminated,107.1950295075985
59.714087887313326,Worn,0.8742180630258962,Ceramic,35.61464906443378,Dry,290.1559236844357,Yes,Contaminated,193.4849951829008
62.73940618971575,Good,0.818309509782333,Ceramic,44.09934124617598,Ice,262.404340897265,Yes,Good,108.16998325141537
147.3898312666781,Good,0.5042799556142447,Disc,27.948597247356105,Ice,379.33585306980785,No,Contaminated,66.04128113054185
110.91498066806847,Critical,0.36760982745330406,Ceramic,97.39665984392397,Dry,257.49907391229976,,Contaminated,50.7630894903647
141.80171947451592,New,0.5994340769160826,Disc,56.55668463010659,Snow,346.8190749813271,Yes,Contaminated,143.48703190533163
130.1994026645786,Fair,0.3160882786906026,Drum,,Dry,609.9798190633609,Yes,Old,114.23053786882573
,Fair,0.3899499768860698,Drum,41.18497939151629,Snow,527.7064739179324,Yes,Contaminated,126.73980186415668
111.0465509094676,Good,0.4400595774090501,Drum,87.47574427877281,Ice,156.82719377418502,No,Fresh,154.69845602681426
104.98046324352379,Fair,0.6993879576866852,Drum,14.849816358444755,Dry,546.4219663720023,,Fresh,149.2921408890052
109.9515631430144,Worn,0.6059264843724577,Ceramic,98.38812857718592,Dry,433.9540200914494,Yes,Old,23.022210531121992
61.772839755273154,Fair,0.4814517336676787,Disc,92.08309303299724,Dry,754.1959022949972,,Good,163.4758024795802
78.97501610495245,Fair,0.638861039514804,Drum,42.68826502989894,Dry,302.51302197283724,,Good,113.55011180456661
101.11389739177756,Fair,0.37512158933302037,Drum,79.72499487831196,Wet,608.316493789412,Yes,Old,87.46607820073294
34.311415806702854,Fair,0.7534248760911676,Disc,77.70321338264435,Wet,611.6025761311989,Yes,Fresh,114.44109385959302
87.9401881682032,New,0.7272210832519705,Disc,91.11293173926384,Ice,255.05054670643113,Yes,Old,128.30351796460513
133.16723200774237,Fair,0.4299016054083177,Disc,37.652948301593,Ice,732.2565374796553,Yes,Contaminated,42.65866732665244
89.08412731023958,Good,0.663834933465784,Disc,51.896800478273455,Dry,443.82824030072214,Yes,Old,92.22184813539232
96.27880423865992,Good,0.6019815625783428,Disc,87.84996513454477,Wet,575.2183568225116,Yes,Good,77.083448884814
54.2286144618229,Worn,0.33648978710987987,Ceramic,80.07215087216944,Ice,202.09889121845316,Yes,Fresh,79.8256547913371
125.32120127825254,Fair,0.4668923501016807,Disc,45.412004686625124,Snow,280.4627418943785,Yes,Good,31.89696360535202
73.06539456450346,Critical,0.8996896224143116,Ceramic,86.11527096209099,Wet,510.274982556056,Yes,Good,44.571045280042625
144.79050641754532,Good,0.3597213966664896,Disc,14.225863530916135,Wet,323.31908786134466,Yes,Fresh,44.93893250345096
149.2457769911495,Worn,0.6038467842132964,Disc,80.38416726666911,Wet,449.7850429996814,Yes,Contaminated,84.04657749600484
139.92006511150117,Fair,0.8096002527687463,Drum,28.608927349033056,Dry,361.8036395613025,Yes,Fresh,180.48093580183644
40.18520937793727,Critical,0.48039112380309834,Drum,35.750881704140845,,548.3876576508336,Yes,Fresh,53.11506380537439
69.98197865952322,Worn,0.4564251833962503,Drum,54.389335923603426,Dry,441.0017539465662,Yes,Old,91.99561391983885
143.4165162123021,Critical,0.8344758310141944,Drum,50.47610509629765,Ice,103.22695518121772,Yes,Fresh,72.64774183034051
126.54399538133251,Critical,0.4828979681889438,Drum,56.851309618289285,Snow,554.7765865617688,,Old,160.66591282199755
139.34203071689154,New,0.6908959867516753,Drum,59.02980361048215,Dry,395.48508993512723,Yes,Good,24.273389979350988
98.70638323693186,Fair,0.7441877905985896,Disc,39.83749219283472,,,No,Fresh,51.36052817413972
87.64771058250362,Good,0.7731706495842631,Disc,25.7704761715327,Snow,165.9027265982565,Yes,Contaminated,53.96868533563696
42.77955804053413,Fair,0.896855782384198,Drum,79.16331063585754,Wet,254.25878339654403,Yes,Old,198.6981180579478
130.7365850787719,Critical,0.7819152418259403,Drum,45.997853417842784,Ice,256.6406041065974,Yes,Old,120.59337832376616
119.41698581045742,New,0.6942072941325206,Drum,,Snow,754.7586495833103,Yes,Contaminated,
37.06519236184946,Fair,0.8372781346553841,Disc,68.02270465160063,Ice,402.7590823225828,Yes,Old,65.35684076616461
55.129750751434244,Fair,0.8434467813833686,Drum,91.86741300759904,Ice,129.44609305061903,Yes,Old,46.04708741274099
96.87330759780126,Good,0.8838998745957691,Drum,73.6797548026198,Ice,197.17167757032462,Yes,Contaminated,38.05184537959788
112.12828824775664,Good,0.7658791586858917,Disc,14.091330303134606,,155.32287301303845,Yes,Good,162.47867525546013
46.52043171132078,New,0.41695639835887854,Disc,85.4704327058216,Ice,512.2085731450479,Yes,Fresh,106.71423630216565
59.37897821547886,,0.7258836533423941,Ceramic,99.04195136147672,Dry,,Yes,Fresh,131.77387531702453
53.17322540508168,Fair,0.3450770649862911,Drum,52.5236522834244,Dry,448.9903481972432,Yes,Fresh,76.28148069351927
56.399658320465065,Fair,0.49077775674923607,Disc,97.26313028091405,Ice,359.0434440089829,Yes,Fresh,117.43359092245595
,New,0.3694845061893501,Ceramic,59.25958681088345,Wet,662.7134640009396,Yes,Fresh,
115.89834876465049,Critical,0.8699655641325241,Disc,51.36543962847548,,324.34274608575356,,Fresh,71.98671086172345
118.4528376483964,Fair,0.5032524673346173,,39.826428825470956,Ice,420.7858376777658,Yes,Old,135.6640197078456
125.2794373043139,Fair,,Ceramic,69.17993882500049,Wet,604.8998840184781,Yes,,42.81477329505759
72.7887651172872,Good,0.6427910614716764,Drum,30.68383784725401,Snow,403.3458448514475,No,,129.18604394598043
122.06215372789687,Fair,,Drum,19.44407966629639,Snow,655.2508752092324,Yes,Contaminated,172.66344103827853
147.40960731875245,Good,0.6368066687285265,Ceramic,12.451339232579267,Ice,,,,37.27829684344228
113.80730951291304,Fair,0.6966141260549238,Drum,36.31421014437374,,387.3703797627012,Yes,Old,181.03033690544612
80.0103734751047,Fair,0.828910354388178,Disc,45.61937489503344,Dry,452.7873479804539,Yes,Good,29.69745085529557
115.96317428531697,New,0.3420513854514859,Disc,59.6869026653123,Dry,777.0424190895354,Yes,Contaminated,79.5482069868365
138.0953640315443,Worn,0.47738039105810437,Ceramic,36.34748426683058,Ice,563.1280475558747,Yes,Fresh,127.94422331902899
45.45138524111683,Fair,0.7154045663475675,Ceramic,98.56536151468701,Dry,733.4966581806274,Yes,Good,118.49173062192932
61.83536107016657,Good,0.32059898152308713,Disc,36.257065141705084,Dry,225.13095242974504,Yes,,32.83234841147019
140.31554583946863,Critical,0.42213207370648254,Disc,49.687784960176785,Snow,438.26530937160635,Yes,Contaminated,162.7989360403828
